,comment
1562,nan
1563,Bad rooms
1564,Nice hotel affordable too
1565,For the simple Travellers.
1566,nan
1567,Good hospitality
1568,nan
1569,nan
1570,"Poor room Sanitation. Archaic Fridge , television  and furniture. Poor bathroom furnishings. Poor kitchen services ( couldn't heat my Potato chips and chicken and had to dispose it of)"
1571,Only walked through
1572,Cool low rate hotel
1573,nan
1574,nan
1575,C-lottery hotel has a nice view and moderate in terms of the payment per room and they have nice rooms.
1576,nan
1577,Nice place and at road side too you can get car to anywhere without dropping.
1578,"Déçue car j'ai trouvé une auberge root plus près du fort à visiter qu'ici pour plus cher et classique (baignoire+douche), tv, et pas de charme. Mais le gardien ne sachant parler que l'anglais, a de la chance de faire appel a sa voisine de l'hôtel qui parle bien français (d'origine ivoirienne), pour traduire de ce que nous voulons dire. L'autre auberge coûte 40ghs (7,30€) et qu'ici 80ghs (14,70€). Photos vu de la terrasse collectif au dernier étage sans ascenseur."
1579,nan
1580,Good place to be. Is opposite metro mass station in Cape coast
1581,nan
1582,nan
1583,Liked it
1584,nan
1585,A very nice place and the rates are moderate.
1586,"Careful of mosquitos, facilities are acceptable but not amazing. Would have gotten 3 stars but shower pressure was pretty good"
1587,nan
1588,nan
1589,nan
1590,This hotel was clean and afforadable. I received great service and will return on my next trip to Cape Coast.
1591,nan
1592,The environment is serene.
1593,nan
1594,nan
1595,nan
1596,nan
1597,"Close to the Cape Coast Metro Mass Transport and is along the same road with Samoo Guest House, Oguaa Co-operative Teacher's Union and Church of Christ, Central Congregation"
1598,nan
1599,nan
1600,nan
1601,nan
1602,"The room was clean and comfortable (for the price).  Furniture is dated and mostly damaged.
I travelled from USA with 2 teenage girls, Jan 2023.  We had a king size bed.  The bed was big enough for us to sleep comfortably.  Wifi is only available for 1 device per room.  Imagine having 2 teenagers that have to share wifi connection.  I’ve never heard of this.  To top it off the internet cuts out at 12am sharp.  It’s as though they turn the internet box off.  Then they advertise free breakfast.  This is only for 2 guests to a room and you have to pay for the 3rd. The breakfast is the same for everyone. Absolutely no substitutions. The breakfast consisted of fried egg, baked bean, spring roll, bread and a bit of green salad.  Portion is very small.  The eggs were good.  Had to throw out everything else.  Very sad, bc I really love spring rolls but they were rock hard and couldn’t be eaten.  The pool is very unkept.  Water is dirty. Thankfully this stay was only for one night.  The staff made me want to pull my hair out!  They act as though theyre deaf when you are speaking to them.  They don’t like to be asked questions.  When you do ask they act as if they don’t hear or understand my plain English. Then when they respond in a very soft/low voice and it’s always sorry.  They are not informative, rather very timid. But they communicate loud and clear amongst themselves.  Overall I wish I could go back in time and get my night back."
1603,nan
1604,nan
1605,Spacious car park
1606,Great place with serene environment
1607,nan
1608,nan
1609,This the on going roof works
1610,Perfect
1611,The hostel is very nice but the pool is too dirty
1612,nan
1613,"A beautiful hotel facility located in the heart of Cape Coast. The hotel contains accommodations, swimming pool, restaurant, a conference room, a club and other facilities. The location of the hotel makes it attractive to travelers from both Accra and Takoradi to Cape Coast. Visit the facility on a sunny day to enjoy their swimming pool and good food. And enjoy your weekend nights at Samrit Club (Presidential Palace) and you will love Samrit."
1614,Great
1615,nan
1616,nan
1617,"The place is very  serene, beautiful and  condusive Environment...it is such a nice place to spend time off your busy schedule...I would like to  pay a visit some other time  🙂☺️☺️"
1618,"The experience was not pleasant at all. Compared to modern city hostel in Bolga, their standard room is smaller, stuffy and their air condition was in a terrible state. Again their staff act unprofessionally. I will hardly recommend the standard room for anyone. Maybe they might consider others higher."
1619,nan
1620,nan
1621,Nic environment
1622,nan
1623,Nice place
1624,Great place 👌
1625,nan
1626,nan
1627,nan
1628,nan
1629,nan
1630,nan
1631,nan
1632,nan
1633,nan
1634,"Nice place, serene environment. You get your car neatly washed before day break.
Nice rooms. I didn’t have my water heater installed but I saw a notice of renovation pasted on notice boards.
Nice breakfast."
1635,Samrit hotel is a very cool place
1636,Great place
1637,nan
1638,nan
1639,nan
1640,cool place and much entertainments
1641,Great services. Serene environment. It felt like home. I think more can be done with the washrooms. Book them for your vacations as well.
1642,nan
1643,nan
1644,nan
1645,nan
1646,It is cool and affordable
1647,nan
1648,Great view from your room
1649,nan
1650,nan
1651,nan
1652,nan
1653,nan
1654,nan
1655,nan
1656,Great services
1657,nan
1658,A very serene environment for some days way from home
1659,nan
1660,Cool place to lodge
1661,nan
1662,If you are a visitor around Cape coast and elmina. I recommend Fairhill Guesthouse for you. Their services are excellent.
1663,nan
1664,nan
1665,nan
1666,nan
1667,nan
1668,nan
1669,Very clam
1670,Nice customer services
1671,It is a nice place to visit
1672,nan
1673,nan
1674,"Cozy and neat rooms, great service. Prices are affordable.. serene environnement.. Good place for a weekend getaway"
1675,nan
1676,Very spacious and beautiful rooms Friendly Service and location is 6min from main station
1677,Bass
1678,nan
1679,The location and environment were ok accessibility was also easy too.
1680,Cool and affordable accommodation in Cape
1681,nan
1682,Wonderful place with wonderful service. I’m sooooo impressed by how well kept the place is. Very neat rooms. Water heater was working which was sooo lovely. My first time in Capecoast and here and I would definitely most definitely recommend. And not far from capecoast university campus too
1683,"Very beautiful ambience, rooms are airy and spacious and clean. The service is also excellent."
1684,nan
1685,nan
1686,nan
1687,Decent and serene setting. Nice reception. Mrs Hooper is very welcoming. We were stuffed with food during a homely breakfast.
1688,nan
1689,nan
1690,nan
1691,nan
1692,Good
1693,The place beautiful with good managerial skills to make their guest feel welcomed and ok anytime they come for visit
1694,More room for improvement
1695,nan
1696,"Fantastic customer service, neat room and toilet facilities clean running water. Very serene and relaxing environment"
1697,Nice place to spend time away from home in Cape Coast
1698,Perfectionalism
1699,I enjoyed their services and I will say it is the best experience. I recommend the hotel to all. Feel the services and thank me later.
1700,Affordable and exceptional services.
1701,nan
1702,I love the large and spacious rooms. I was excited about the sea view as well as the nice evening breez
1703,Nice one
1704,"The place is very clean, serene environment. It very new with see view."
1705,Very new and closed to the beach.  Lots of room and Chalet  with kitchenette
1706,Location is very easy to find
1707,nan
1708,"Bed was uncomfortable and one side broken. TV was not working, poor maintenance of washroom and fans. Poor cleaning as well"
1709,nan
1710,nan
1711,nan
1712,nan
1713,nan
1714,Great service
1715,"Is good hotel, and have nice workers"
1716,nan
1717,Expensive yet poor services.
1718,"I stayed over a week. Renovation underway on the older section so a little dusty.
Service and accommodation was very good. Breakfast and restaurant service good. Staff very helpful. Great location."
1719,nan
1720,"Nice hotel, conference room not too big, outside still under renovation"
1721,nan
1722,nan
1723,nan
1724,The location is great. Right by the highways but the rooms are terrible. Hot water does not work. The room I was given was dusty and damp. The bedsheet and matteress were stained. There were mites all over the bed which made sleeping very uncomfortable. I would not willingly want to sleep here again. Some of the sockets do not work. There is no mirror in the room. A total disaster of a place.
1725,"In Room 101,when you are sleeping the bed will be making noise and under the bed there are a lot of dirt and they poor customer service and they are not organized."
